source,target
"rimouski | climate , economy , municipal council , history",What do you want to know about the place?
"mitsubishi e evolution concept | exterior , interior , drivetrain",What do you want to know about this vehicle?
"port of tacoma | port of tacoma jobs , port of tacoma map , history , news",What would you like to know about this place?
"shadowlands film | shadowlands film review , shadowlands film quotes , shadowlands film trailer , shadowlands film cast",What would you like to know about this movie?
"san joaquin river | san joaquin river map , san joaquin river facts , san joaquin river fishing",What would you like to know about this place?
"ascb | army sport control board , advertising standards complaints board","Which ""ascb"" do you mean?"
"lake region state college | lake region state college bookstore , lake region state college tuition , lake region state college jobs",What would you like to know about this university?
"physics jokes | high school , physics jokes college",What kind of school are you looking for?
"cramer's rule | 2x2 , 3x3",What size are you looking for?
"fewd | food establishment wastewater discharge , fewdm for everybody who doubts , former employees with disabilities","Which ""fewd"" do you mean?"
"we're alive podcast | characters , episodes",What show information are you looking for?
"passport photos | take passport photos , print passport photos",What do you want to do with passport photos?
"what is a mortgage broker | job description , salary",What job information are you looking for?
"sbec | state board for educator certification , small business enterprise centre , southern biomedical engineering conference","Which ""sbec"" do you mean?"
"low co2 levels | causes , treatment",What do you want to know about this condition?
"atts | automotive technician training services , automated test technology standards","Which ""atts"" do you mean?"
"long dash | types of long dash , long dash images , long dash meaning",What would you like to know about long dash?
"aftr | annual federal tax refresher , address family transition router , americans for tax reform","Which ""aftr"" do you mean?"
"p0507 | chevy , chrysler , jeep",What car are you looking for?
"aqap | al qaeda in the arabian peninsula , allied quality assurance publication , air quality action plan","Which ""aqap"" do you mean?"
"macleay island | housing , environment , facilities",What do you want to know about the island?
"sdha | clinical significance , function , interactive pathway map",What do you want to know about sdha?
"iseh | international society for experimental hematology , international symposium on environmental hydraulics","Which ""iseh"" do you mean?"
"how to calculate npv in excel | excel 2013 , excel 2016",What version of Excel are you looking for?
"adventurequest | adventurequest cheats , adventurequest release date , adventurequest review",What would you like to know about adventurequest?
"mecosta county michigan | mecosta county michigan gis , mecosta county michigan map , mecosta county michigan news",What would you like to know about this place?
"canopy road cafe | breakfast sides , sandwiches , canopy road burgers house speciality burgers , breakfast sides , lunch sides",What do you want to know about this restaurant?
"pppo | point to point protocol over , professional pool players organisation , pacific plant protection organisation","Which ""pppo"" do you mean?"
"fmap | federal medical assistance percentages , financial markets association of pakistan , future of marine animal populations","Which ""fmap"" do you mean?"
"uat meaning | user acceptance testing , universal access transceiver , unisem advanced technologies","Which ""uat"" do you mean?"
"nfi meaning | national fireplace institute , national fatherhood initiative , national fisheries institute","Which ""nfi"" do you mean?"
"i.t. | job description , salary",What job information are you looking for?
"linville caverns | linville caverns map , linville caverns photos , linville caverns history",What would you like to know about this place?
